sample_id,timestamp,room_id,room_type,building_zone,lesson_type,room_area_m2,capacity,occupancy_count,hvac_airflow_m3h,ventilation_level,outdoor_temp_c,indoor_temp_c,humidity_pct,co2_ppm_current,minutes_since_lesson_start,minutes_until_break,noise_level_db,is_exam_period,floor,future_co2_ppm,co2_risk_next_30min
ag-01853,2026-05-13T08:35:00,S-190,lab,south,lecture,32.6,34,27,350.0,0.787,19.9,21.0,49.2,599.1,60,24,61.8,True,3,861.7,0
ag-01854,2026-04-13T08:20:00,C-295,coworking,central,none,69.8,72,6,481.0,0.596,4.1,21.0,50.8,425.8,40,34,48.5,False,4,522.0,0
ag-01855,2026-02-27T11:25:00,N-575,seminar,north,practice,76.4,56,49,441.5,0.288,11.7,23.4,74.0,599.3,3,83,66.9,False,5,826.9,0
ag-01856,2026-02-21T16:10:00,C-287,seminar,central,practice,66.3,54,49,469.6,0.396,4.7,25.3,74.6,843.3,43,40,60.5,False,7,1200.8,1
ag-01857,2026-04-22T11:30:00,W-134,lecture,west,exam,101.5,74,65,885.1,0.594,12.7,22.9,66.9,858.6,48,32,60.8,False,1,1156.3,1
ag-01858,2026-04-13T18:45:00,N-490,lab,north,practice,23.5,22,23,176.5,0.284,8.9,23.5,57.5,632.3,63,23,61.8,False,2,824.6,0
ag-01859,2026-05-17T18:45:00,E-315,coworking,east,lecture,33.5,30,14,319.1,0.75,14.6,23.3,57.3,435.8,48,34,55.2,True,5,529.8,0
ag-01860,2026-03-14T18:25:00,C-579,seminar,central,lab,52.3,44,36,483.8,0.658,10.5,25.1,62.9,743.8,74,9,60.7,False,5,927.7,0
ag-01861,2026-03-09T12:40:00,S-565,lecture,south,lecture,112.5,108,60,727.7,0.351,5.2,24.0,54.8,770.7,37,42,58.4,False,2,889.7,0
ag-01862,2026-05-11T16:00:00,E-417,lecture,east,exam,148.4,120,120,554.9,0.077,19.0,25.8,61.1,1234.0,65,32,70.3,True,7,1954.5,1
ag-01863,2026-04-28T12:40:00,C-256,coworking,central,lab,25.7,20,12,115.8,0.441,13.1,24.6,68.5,474.6,29,58,56.7,False,5,506.5,0
ag-01864,2026-05-04T12:15:00,S-255,seminar,south,lecture,57.0,48,33,229.1,0.241,14.5,23.6,60.1,759.7,55,36,58.1,True,6,857.5,0
ag-01865,2026-04-30T17:00:00,N-211,coworking,north,lecture,35.2,38,30,334.1,0.337,6.0,23.9,55.2,677.4,56,41,59.3,False,6,892.2,0
ag-01866,2026-03-24T17:05:00,N-415,seminar,north,none,43.8,31,17,275.6,0.853,14.1,20.8,52.3,438.5,18,59,61.3,True,4,497.9,0
ag-01867,2026-04-17T11:20:00,S-485,lecture,south,lecture,133.7,116,59,809.1,0.283,13.9,24.2,42.0,841.1,30,55,51.5,False,7,987.6,0
ag-01868,2026-03-06T15:15:00,C-215,lecture,central,practice,124.8,88,45,858.8,0.51,8.6,25.8,54.9,755.0,58,17,59.2,False,4,1069.1,0
ag-01869,2026-03-19T12:15:00,E-358,seminar,east,lecture,60.6,64,50,476.6,0.598,8.1,22.3,48.2,654.4,65,25,54.7,False,1,916.7,0
ag-01870,2026-05-02T13:35:00,E-434,lecture,east,lecture,152.2,106,109,426.8,0.216,9.0,27.0,60.6,995.5,69,16,59.5,True,7,1389.2,1
ag-01871,2026-03-01T08:40:00,S-532,seminar,south,none,54.0,41,11,331.9,0.458,1.2,21.8,31.6,476.1,67,32,40.4,False,6,623.7,0
ag-01872,2026-05-12T14:45:00,N-219,lab,north,practice,46.4,43,39,344.9,0.55,13.7,24.4,64.7,708.1,81,5,59.8,True,2,700.2,0
ag-01873,2026-04-10T10:35:00,E-418,lab,east,none,40.8,34,18,266.4,0.3,9.1,25.6,55.9,588.4,56,32,57.4,False,4,731.0,0
ag-01874,2026-02-20T11:10:00,E-205,lab,east,practice,24.6,27,26,214.0,0.268,-0.3,23.8,58.2,751.4,61,28,61.5,False,4,1021.0,0
ag-01875,2026-03-21T17:45:00,E-310,coworking,east,lab,51.7,36,32,268.8,0.649,12.3,22.8,61.0,631.3,50,27,67.6,False,3,617.5,0
ag-01876,2026-03-23T14:30:00,S-194,seminar,south,practice,23.0,21,15,104.9,0.235,9.4,21.4,65.8,536.8,58,38,60.2,False,4,630.3,0
ag-01877,2026-03-28T13:35:00,N-185,lab,north,practice,28.1,31,15,298.3,0.42,1.3,23.5,51.4,651.8,56,32,54.5,False,6,759.1,0
ag-01878,2026-05-04T08:40:00,S-318,seminar,south,exam,39.2,33,36,163.2,0.291,23.1,23.2,59.5,754.1,60,30,75.0,True,7,904.8,0
ag-01879,2026-03-17T17:15:00,S-134,lecture,south,lecture,85.2,94,75,1005.2,0.479,12.7,26.1,64.9,817.7,34,58,70.4,False,7,1258.9,1
ag-01880,2026-04-19T10:55:00,S-244,coworking,south,lab,50.2,53,28,701.0,0.748,13.6,23.8,57.9,587.1,47,42,54.6,False,7,676.0,0
ag-01881,2026-03-07T11:25:00,E-241,lecture,east,none,101.3,110,21,508.3,0.286,4.8,24.6,41.5,646.3,36,56,43.9,True,6,624.9,0
ag-01882,2026-03-02T08:05:00,E-331,lab,east,none,34.7,27,15,299.3,0.518,7.9,23.7,69.6,668.3,61,37,53.3,False,2,755.1,0
ag-01883,2026-04-23T14:05:00,C-310,lecture,central,lab,93.2,80,56,277.3,0.054,9.6,24.2,61.9,877.2,27,56,61.4,False,1,1196.1,1
ag-01884,2026-03-03T15:35:00,N-347,lecture,north,lecture,76.9,67,50,525.6,0.721,4.2,21.3,41.2,645.4,58,23,62.3,False,7,874.8,0
ag-01885,2026-04-28T10:25:00,S-340,lecture,south,none,124.5,111,56,512.2,0.348,5.2,26.9,54.1,851.4,44,56,52.7,False,1,1025.4,0
ag-01886,2026-02-18T13:20:00,W-255,lecture,west,practice,57.2,62,41,420.2,0.482,6.2,24.7,55.0,665.8,36,56,58.9,False,1,745.5,0
ag-01887,2026-03-20T16:25:00,C-287,lab,central,lecture,28.3,27,22,299.2,0.63,1.4,24.3,65.0,526.0,52,30,63.0,False,6,610.6,0
ag-01888,2026-03-28T08:05:00,C-104,lecture,central,lecture,135.1,123,71,681.9,0.551,6.7,20.5,41.9,846.7,90,6,62.8,False,3,1158.8,1
ag-01889,2026-04-09T09:15:00,S-366,seminar,south,lecture,62.5,47,44,226.1,0.349,10.4,23.8,50.0,879.0,61,33,60.9,False,1,1107.3,1
ag-01890,2026-02-15T12:45:00,W-109,lab,west,lab,31.3,24,11,210.1,0.753,3.0,21.6,49.1,570.3,90,0,62.4,False,1,603.5,0
ag-01891,2026-02-12T09:45:00,E-547,lecture,east,none,82.6,75,11,438.4,0.444,-1.0,19.8,49.0,437.1,31,43,42.5,False,2,594.1,0
ag-01892,2026-04-28T17:35:00,E-228,seminar,east,practice,19.0,20,16,108.0,0.472,12.1,23.7,67.9,553.2,34,43,59.1,False,7,583.6,0
ag-01893,2026-03-25T11:55:00,E-414,lab,east,practice,46.1,32,31,299.7,0.802,-0.8,24.7,55.2,467.4,7,74,67.6,False,3,572.7,0
ag-01894,2026-02-19T11:35:00,C-277,seminar,central,lecture,34.4,28,25,259.9,0.343,3.2,25.3,69.9,606.7,56,36,65.3,False,1,742.4,0
ag-01895,2026-02-09T17:20:00,N-122,seminar,north,exam,77.5,63,58,570.7,0.646,1.0,24.0,58.1,817.6,33,65,59.6,False,7,1048.4,0
ag-01896,2026-03-14T17:20:00,N-219,lab,north,lab,37.6,34,27,270.6,0.303,12.2,22.0,57.3,695.7,36,50,68.5,False,1,859.0,0
ag-01897,2026-02-27T13:25:00,W-534,lab,west,lab,57.7,41,27,335.9,0.377,5.9,23.3,56.9,586.2,23,61,65.8,False,3,735.8,0
ag-01898,2026-05-12T16:25:00,W-523,lecture,west,practice,119.4,128,111,725.8,0.473,24.5,24.1,54.0,1226.1,45,33,58.3,True,5,1742.8,1
ag-01899,2026-05-14T08:50:00,S-364,lecture,south,practice,71.4,73,58,397.4,0.375,8.2,23.6,58.5,966.3,88,0,58.2,True,4,1240.0,1
ag-01900,2026-04-10T11:15:00,W-558,seminar,west,lecture,82.6,62,48,453.3,0.303,15.1,23.1,48.7,702.6,12,90,76.1,False,7,876.7,0
ag-01901,2026-05-09T13:00:00,E-110,lab,east,none,20.1,18,4,126.2,0.55,11.0,24.7,50.6,543.3,40,56,49.4,True,1,553.4,0
ag-01902,2026-02-22T18:30:00,C-353,seminar,central,practice,67.4,50,24,407.9,0.724,-0.5,22.6,54.3,606.5,16,87,50.7,False,2,623.2,0
ag-01903,2026-04-28T12:20:00,W-546,lecture,west,practice,85.2,61,35,575.7,0.744,11.7,21.7,50.8,654.7,57,42,42.7,False,3,848.6,0
ag-01904,2026-02-11T17:05:00,C-109,seminar,central,lab,77.5,58,40,495.9,0.286,2.1,23.2,64.0,685.9,31,44,41.8,False,7,861.1,0
ag-01905,2026-04-22T13:05:00,C-576,seminar,central,lecture,41.8,35,23,141.2,0.14,17.8,21.4,44.5,595.6,22,70,51.4,False,1,713.1,0
ag-01906,2026-02-11T13:25:00,E-309,seminar,east,lab,30.2,22,17,216.7,0.41,2.9,23.4,52.7,553.5,19,90,49.1,False,3,582.8,0
ag-01907,2026-03-07T12:30:00,E-457,lecture,east,lab,106.0,110,60,722.5,0.244,0.2,25.5,56.7,936.4,84,4,51.3,False,3,1206.1,1
ag-01908,2026-04-13T14:35:00,W-544,seminar,west,lab,27.2,26,16,235.6,0.347,17.0,26.1,49.3,639.2,74,15,59.4,False,5,824.1,0
ag-01909,2026-04-16T08:55:00,E-514,lab,east,lecture,27.3,21,22,227.0,0.605,6.3,24.1,65.6,472.9,49,29,63.5,False,7,524.1,0
ag-01910,2026-02-24T11:45:00,E-231,seminar,east,none,61.4,43,2,223.6,0.266,2.6,20.9,42.9,380.0,20,61,42.7,False,7,383.4,0
ag-01911,2026-03-31T13:55:00,S-203,seminar,south,practice,52.6,41,29,373.2,0.401,8.9,25.4,66.3,559.2,50,44,63.8,True,3,662.6,0
ag-01912,2026-05-16T13:30:00,W-319,seminar,west,practice,39.1,34,23,209.2,0.279,12.3,24.2,57.2,696.9,68,22,44.4,True,6,806.1,0
ag-01913,2026-05-11T09:25:00,W-257,seminar,west,lab,58.0,53,63,303.0,0.425,17.6,26.5,66.2,805.4,56,31,68.1,True,3,1140.9,1
ag-01914,2026-03-09T16:45:00,C-184,coworking,central,lecture,46.8,40,43,231.6,0.34,8.0,26.8,74.9,656.5,51,37,66.9,False,5,933.1,0
ag-01915,2026-04-19T10:35:00,S-550,lab,south,practice,28.3,21,16,106.0,0.324,16.0,22.9,53.1,531.4,44,28,66.0,False,3,610.0,0
ag-01916,2026-02-20T13:55:00,E-177,coworking,east,practice,37.3,34,25,250.6,0.365,3.4,23.2,50.7,495.6,27,66,64.3,False,2,662.7,0
ag-01917,2026-05-01T15:15:00,C-551,lab,central,lecture,46.8,41,39,366.7,0.606,11.7,22.2,59.8,559.1,0,90,67.1,True,6,565.0,0
ag-01918,2026-03-11T13:45:00,C-322,lab,central,practice,31.8,31,19,142.5,0.351,11.7,25.7,67.7,654.3,82,7,50.2,False,5,755.4,0
ag-01919,2026-03-19T18:35:00,W-134,seminar,west,exam,57.7,61,56,475.5,0.329,4.1,25.7,67.1,906.4,33,51,58.4,True,2,1044.1,1
ag-01920,2026-03-17T12:30:00,N-105,seminar,north,lab,86.1,62,35,472.0,0.387,7.3,25.1,61.6,697.0,55,41,56.7,False,5,891.9,0
ag-01921,2026-03-21T13:40:00,E-271,lecture,east,lecture,69.0,57,37,281.4,0.309,-1.4,27.6,58.0,703.6,68,16,56.3,False,2,854.6,0
ag-01922,2026-03-22T12:45:00,C-141,lab,central,lab,48.1,38,19,184.9,0.419,2.7,22.5,34.7,574.1,24,61,57.1,False,1,761.7,0
ag-01923,2026-04-05T08:30:00,N-368,seminar,north,none,29.6,30,11,194.8,0.541,2.4,21.7,57.7,531.8,31,52,51.3,False,1,534.9,0
ag-01924,2026-04-29T09:45:00,C-313,seminar,central,lab,34.3,26,13,163.6,0.603,11.4,23.7,49.0,472.6,27,57,55.6,False,5,468.8,0
ag-01925,2026-02-22T08:05:00,N-174,lecture,north,lab,89.7,63,50,387.5,0.68,2.1,23.1,56.4,681.1,34,36,59.3,False,5,896.0,0
ag-01926,2026-02-25T13:25:00,N-197,seminar,north,lecture,63.6,57,60,445.9,0.296,8.8,25.0,57.3,782.7,25,66,67.5,True,2,1002.6,0
ag-01927,2026-03-17T17:50:00,C-103,lab,central,lecture,36.0,35,35,289.3,0.682,14.7,25.1,63.6,680.7,41,49,67.3,True,5,860.1,0
ag-01928,2026-04-24T15:25:00,S-433,lab,south,lecture,43.9,41,26,264.4,0.32,16.8,22.9,46.1,544.6,26,70,60.5,False,2,614.7,0
ag-01929,2026-02-11T12:10:00,E-155,lecture,east,practice,95.3,88,53,460.5,0.328,6.1,24.1,69.7,832.9,31,57,47.5,False,6,1036.5,0
ag-01930,2026-04-25T13:05:00,N-466,lab,north,practice,30.0,31,18,261.4,0.264,6.2,24.4,44.5,563.0,53,43,55.4,False,1,725.8,0
ag-01931,2026-02-28T08:55:00,N-285,lab,north,lecture,24.1,18,19,202.1,0.602,4.1,22.6,53.5,487.1,3,81,66.9,False,7,611.8,0
ag-01932,2026-04-30T16:40:00,W-147,lab,west,lecture,44.0,41,38,532.1,0.69,18.9,23.2,62.7,663.1,36,43,65.6,False,2,807.5,0
ag-01933,2026-03-15T17:20:00,W-427,lab,west,lecture,59.6,42,32,336.9,0.397,2.9,23.9,53.8,686.3,10,83,74.1,False,7,891.6,0
ag-01934,2026-05-08T15:25:00,N-433,lecture,north,none,63.6,59,33,354.9,0.562,13.0,23.0,51.2,615.4,33,61,57.0,True,1,701.3,0
ag-01935,2026-02-15T12:55:00,N-468,seminar,north,practice,70.4,61,54,360.8,0.266,1.4,22.3,65.4,844.7,33,57,63.4,False,1,1174.9,1
ag-01936,2026-05-15T18:10:00,N-415,seminar,north,lecture,51.7,49,58,429.6,0.587,18.8,26.8,69.1,826.9,0,90,70.7,True,6,1151.2,1
ag-01937,2026-05-15T11:40:00,W-436,lab,west,none,38.7,41,16,399.1,0.86,18.2,22.9,40.1,432.9,29,53,49.8,True,6,436.3,0
ag-01938,2026-02-22T17:10:00,C-378,lab,central,lab,50.2,38,30,417.2,0.671,2.2,26.2,63.4,533.7,0,90,59.0,False,5,663.5,0
ag-01939,2026-02-14T16:30:00,W-507,seminar,west,lab,64.2,53,37,230.9,0.203,1.0,23.0,45.1,630.7,0,84,65.0,False,7,828.4,0
ag-01940,2026-02-10T15:15:00,C-383,seminar,central,lab,65.1,60,60,666.6,0.736,-4.1,21.4,53.6,897.8,51,42,57.7,False,7,1213.2,1
ag-01941,2026-03-30T11:50:00,N-368,seminar,north,none,50.4,45,8,263.9,0.487,10.9,23.7,47.1,514.5,60,35,46.6,False,5,640.0,0
ag-01942,2026-05-11T12:05:00,N-354,coworking,north,lecture,23.9,22,22,202.9,0.552,30.2,24.3,69.9,543.1,19,70,61.8,True,7,527.2,0
ag-01943,2026-03-02T16:00:00,W-140,lab,west,lecture,38.2,28,12,236.5,0.544,1.8,25.0,44.8,567.8,33,63,47.1,False,3,588.7,0
ag-01944,2026-04-01T13:00:00,N-345,lecture,north,lecture,164.3,114,84,692.6,0.37,5.8,24.4,46.5,1148.4,45,49,61.6,False,4,1538.5,1
ag-01945,2026-05-12T12:50:00,S-521,lab,south,lab,20.5,19,11,148.7,0.773,8.2,22.0,74.2,512.2,90,9,56.0,True,2,605.5,0
ag-01946,2026-02-25T14:00:00,C-431,seminar,central,lecture,82.7,60,50,426.3,0.312,4.2,22.9,73.1,602.0,31,63,65.7,False,3,724.7,0
ag-01947,2026-05-03T18:50:00,E-488,lecture,east,lab,115.4,94,72,977.6,0.643,19.9,22.7,57.9,808.8,45,57,60.3,True,1,1071.3,0
ag-01948,2026-05-07T14:45:00,C-551,coworking,central,lecture,38.1,42,32,502.8,0.608,11.1,23.6,55.0,572.6,26,66,59.1,True,4,667.2,0
ag-01949,2026-02-21T09:05:00,W-294,seminar,west,practice,73.8,55,39,360.0,0.217,-14.0,24.8,62.5,662.4,30,48,56.7,False,5,762.7,0
ag-01950,2026-04-09T18:00:00,N-117,seminar,north,none,47.8,34,5,166.9,0.368,4.7,23.0,40.0,477.6,56,39,59.2,False,5,454.8,0
ag-01951,2026-05-11T13:30:00,S-208,coworking,south,none,43.4,48,1,210.9,0.08,22.3,22.8,49.8,483.9,23,68,47.2,True,7,530.0,0
ag-01952,2026-04-22T15:00:00,C-330,lab,central,lab,23.2,20,20,172.8,0.842,8.6,22.8,50.8,574.9,36,53,65.8,True,3,540.0,0
ag-01953,2026-02-11T10:15:00,S-471,lecture,south,lab,64.9,71,55,806.5,0.654,1.4,23.0,67.5,895.7,90,0,60.7,True,3,1021.5,0
ag-01954,2026-04-28T17:40:00,E-563,lab,east,practice,51.3,37,28,340.4,0.367,14.9,24.3,71.8,608.3,45,37,60.9,False,6,755.7,0
ag-01955,2026-04-16T12:05:00,E-502,lab,east,lecture,46.7,40,17,277.3,0.48,21.4,23.8,54.7,618.8,47,46,62.1,False,3,606.1,0
ag-01956,2026-03-31T10:15:00,W-466,lecture,west,practice,120.5,129,92,1102.9,0.606,7.0,21.3,63.7,1081.8,90,0,65.4,False,6,1401.1,1
ag-01957,2026-05-01T18:10:00,W-362,lecture,west,lecture,131.3,116,76,1357.6,0.596,14.7,26.1,54.9,840.7,43,49,52.7,True,4,1116.0,1
ag-01958,2026-05-18T13:15:00,W-535,seminar,west,none,39.8,40,5,188.5,0.076,11.1,25.3,44.8,541.0,51,38,41.8,True,5,624.5,0
ag-01959,2026-05-14T10:50:00,C-306,seminar,central,lab,49.1,46,46,239.7,0.476,15.9,25.0,75.2,725.7,35,49,57.8,True,3,768.0,0
ag-01960,2026-02-14T17:05:00,E-224,seminar,east,none,63.2,46,1,231.8,0.32,2.4,23.7,58.4,435.4,81,13,42.1,False,4,446.2,0
ag-01961,2026-02-12T15:30:00,S-382,lab,south,lecture,28.0,26,18,205.0,0.66,4.6,24.4,54.7,381.8,11,65,51.0,False,4,460.5,0
ag-01962,2026-05-13T14:55:00,C-302,lecture,central,lecture,130.2,109,100,1355.6,0.672,13.4,24.8,55.4,1071.5,70,12,65.2,True,6,1504.9,1
ag-01963,2026-05-04T16:30:00,E-249,seminar,east,lecture,41.8,33,26,128.8,0.193,17.7,22.9,52.8,704.3,57,34,60.2,True,6,811.7,0
ag-01964,2026-04-06T17:20:00,W-239,coworking,west,lecture,89.6,78,63,549.3,0.546,3.2,24.4,55.5,686.8,45,44,59.5,False,1,793.3,0
ag-01965,2026-05-14T10:40:00,W-188,lab,west,lecture,33.8,31,24,265.3,0.811,4.1,19.5,61.9,422.4,24,55,59.3,True,6,454.6,0
ag-01966,2026-03-16T10:45:00,S-334,lab,south,none,26.2,21,5,274.1,0.918,5.2,21.2,44.0,589.7,90,0,50.6,False,2,609.2,0
ag-01967,2026-02-11T18:45:00,S-297,lecture,south,lecture,130.3,99,61,499.4,0.127,-1.9,23.2,45.4,825.6,17,84,60.2,False,2,885.1,0
ag-01968,2026-04-30T15:30:00,E-143,lab,east,practice,24.3,18,18,149.2,0.535,7.4,19.9,58.8,520.4,38,53,64.7,True,1,656.9,0
ag-01969,2026-03-09T13:35:00,C-510,lecture,central,exam,156.4,110,106,983.0,0.795,6.6,25.3,64.8,1044.1,49,49,54.7,False,1,1340.6,1
ag-01970,2026-04-28T15:15:00,N-224,lecture,north,lab,104.1,89,92,532.2,0.337,7.1,23.3,64.0,1001.1,75,24,66.6,False,4,1365.5,1
ag-01971,2026-05-08T11:15:00,N-277,lecture,north,lecture,96.2,81,53,438.9,0.492,15.0,23.8,61.7,727.9,61,32,41.6,True,5,932.9,0
ag-01972,2026-04-05T11:00:00,C-187,seminar,central,lab,19.1,21,20,204.6,0.465,3.9,24.2,65.0,533.8,39,71,63.6,False,4,687.9,0
ag-01973,2026-03-05T15:10:00,C-506,seminar,central,lecture,64.2,56,40,502.9,0.67,4.0,23.7,64.8,519.0,0,82,56.0,True,7,761.0,0
ag-01974,2026-03-31T14:30:00,S-379,lecture,south,lecture,135.1,98,77,691.4,0.745,10.4,23.7,48.4,925.7,89,1,55.1,False,7,1257.1,1
ag-01975,2026-03-11T16:15:00,N-304,lecture,north,practice,85.4,69,34,321.0,0.364,6.1,23.4,43.7,673.4,58,26,50.7,False,7,774.6,0
ag-01976,2026-02-24T12:30:00,E-127,coworking,east,lecture,48.6,42,33,289.9,0.144,11.6,23.2,60.3,803.3,41,41,64.9,False,4,856.9,0
ag-01977,2026-04-08T10:20:00,E-121,coworking,east,lecture,60.3,66,49,323.9,0.221,12.8,24.9,50.5,802.6,50,38,61.3,False,5,1071.9,0
ag-01978,2026-03-22T15:50:00,C-337,lecture,central,lecture,120.0,89,54,686.3,0.705,6.7,24.8,62.1,636.8,28,65,52.6,False,7,843.9,0
ag-01979,2026-04-01T14:40:00,S-308,seminar,south,practice,63.4,45,34,267.4,0.604,9.7,24.2,62.1,652.6,14,77,55.1,False,3,879.7,0
ag-01980,2026-03-19T17:35:00,N-112,lecture,north,none,90.9,66,22,529.0,0.278,-1.7,21.9,53.1,552.4,42,44,46.5,True,5,628.8,0
ag-01981,2026-02-10T13:30:00,C-343,lecture,central,lecture,128.7,122,96,1143.8,0.397,5.4,23.8,54.5,1077.1,0,90,64.5,False,3,1299.0,1
ag-01982,2026-04-14T18:55:00,N-228,seminar,north,lecture,68.5,50,41,462.9,0.42,13.9,24.7,62.2,734.1,4,81,61.1,False,2,987.7,0
ag-01983,2026-04-18T11:55:00,S-239,lecture,south,none,143.8,101,16,909.0,0.373,15.5,22.0,41.3,724.6,80,22,54.5,False,1,878.7,0
ag-01984,2026-03-07T13:40:00,E-590,lab,east,lecture,48.5,43,32,500.6,0.593,1.0,24.9,73.6,714.9,82,6,65.3,False,6,837.7,0
ag-01985,2026-02-25T17:30:00,N-517,coworking,north,lab,64.2,45,36,315.2,0.322,5.4,25.4,62.1,680.8,52,43,61.0,False,1,841.5,0
ag-01986,2026-05-11T14:50:00,C-405,coworking,central,practice,96.6,78,41,973.2,0.673,5.7,22.5,55.1,702.8,31,44,45.4,True,4,789.4,0
ag-01987,2026-04-07T11:40:00,C-504,lecture,central,practice,104.8,112,63,1446.9,0.702,1.0,23.5,65.8,742.0,16,71,54.9,False,2,964.5,0
ag-01988,2026-03-09T18:30:00,C-407,lab,central,lab,27.4,23,14,256.7,0.708,15.8,22.1,45.0,390.8,17,73,54.0,False,1,371.4,0
ag-01989,2026-04-06T16:35:00,N-393,lecture,north,lab,97.4,86,71,719.2,0.506,14.4,25.3,57.3,1004.5,59,27,65.1,False,1,1336.5,1
ag-01990,2026-03-15T14:40:00,C-241,lecture,central,lecture,127.2,96,70,544.2,0.097,2.7,24.1,51.1,1128.6,58,42,60.8,False,2,1394.6,1
ag-01991,2026-02-11T11:00:00,N-452,seminar,north,lab,40.6,29,22,125.9,0.102,-7.7,24.0,59.8,772.7,90,0,65.1,False,1,763.0,0
ag-01992,2026-04-12T16:55:00,E-550,coworking,east,practice,59.1,42,33,279.1,0.196,19.5,22.0,73.7,737.4,26,70,61.2,False,3,873.7,0
ag-01993,2026-04-04T17:20:00,S-476,lecture,south,lab,121.8,105,75,1064.6,0.459,6.5,23.7,46.3,919.9,15,61,62.9,True,5,1258.4,1
ag-01994,2026-03-27T14:20:00,C-324,seminar,central,practice,39.7,29,14,158.5,0.307,3.1,22.6,64.8,507.7,69,26,57.3,False,2,602.1,0
ag-01995,2026-02-13T11:50:00,S-171,coworking,south,exam,37.1,34,29,163.9,0.377,-0.1,22.2,70.9,717.7,68,10,63.4,False,3,868.5,0
ag-01996,2026-04-29T17:20:00,E-573,coworking,east,none,57.6,60,34,461.8,0.597,7.0,22.4,60.1,593.6,29,52,52.4,False,5,722.5,0
ag-01997,2026-05-12T13:35:00,W-569,seminar,west,lecture,70.9,53,47,308.5,0.217,12.3,25.3,61.5,709.9,16,74,61.4,True,5,964.5,0
ag-01998,2026-03-10T15:15:00,W-387,seminar,west,none,58.9,44,1,335.1,0.486,8.9,21.2,39.6,380.0,14,67,48.8,False,1,301.3,0
ag-01999,2026-02-25T17:15:00,W-360,lecture,west,lecture,106.5,81,68,718.3,0.727,-2.6,23.9,74.1,889.1,60,32,58.4,False,3,1152.5,1
ag-02000,2026-05-06T18:25:00,S-333,lecture,south,practice,113.6,98,84,516.6,0.114,9.5,24.8,59.9,1140.5,30,59,55.6,True,4,1495.8,1
ag-02001,2026-03-19T13:45:00,N-223,seminar,north,lecture,58.5,50,30,505.9,0.462,5.0,23.5,48.9,645.0,49,34,59.1,False,5,921.0,0
ag-02002,2026-02-23T08:25:00,W-124,seminar,west,practice,52.8,55,32,432.5,0.406,3.6,21.9,62.0,624.6,11,81,59.9,False,5,705.1,0
ag-02003,2026-05-05T17:55:00,N-209,seminar,north,practice,51.1,54,50,437.3,0.23,13.3,25.6,60.6,852.3,51,42,64.3,True,7,1095.6,1
ag-02004,2026-02-15T12:10:00,E-263,lab,east,exam,37.7,29,33,292.2,0.61,-3.4,25.3,67.4,533.3,45,49,66.6,False,5,639.5,0
ag-02005,2026-04-06T16:45:00,S-278,seminar,south,lecture,43.2,39,34,274.8,0.317,17.0,24.7,64.3,675.3,67,20,60.4,False,4,899.8,0
ag-02006,2026-04-19T12:40:00,N-514,seminar,north,practice,27.0,25,16,152.7,0.595,7.9,21.6,55.6,526.4,38,41,55.7,False,2,520.6,0
ag-02007,2026-02-10T14:05:00,W-416,seminar,west,practice,38.9,34,25,166.6,0.378,-8.3,23.5,59.5,545.4,46,49,58.7,False,3,638.7,0
ag-02008,2026-04-29T10:15:00,S-516,seminar,south,lecture,51.5,54,39,301.6,0.106,11.5,24.4,62.0,836.8,24,56,63.5,False,4,1000.5,0
ag-02009,2026-03-01T08:10:00,N-293,lab,north,lecture,32.8,24,18,231.0,0.99,5.0,25.1,51.8,537.6,24,58,56.4,True,1,580.4,0
ag-02010,2026-02-26T14:15:00,S-407,seminar,south,lecture,63.3,53,28,358.6,0.244,-0.3,21.6,60.3,518.2,55,42,46.6,False,7,646.4,0
ag-02011,2026-02-19T13:55:00,S-162,lab,south,none,55.9,41,6,270.6,0.43,2.8,20.7,64.5,431.8,19,66,43.4,False,1,408.6,0
ag-02012,2026-03-11T09:10:00,S-506,seminar,south,exam,26.5,24,25,149.9,0.463,10.1,25.4,65.9,604.2,24,73,62.0,False,1,758.3,0
ag-02013,2026-04-25T13:50:00,W-261,lecture,west,lecture,117.9,117,76,717.0,0.323,14.2,25.0,51.9,925.9,0,89,52.4,False,5,1098.7,0
ag-02014,2026-03-21T16:10:00,E-282,seminar,east,practice,62.1,64,44,347.2,0.35,9.0,23.5,50.9,825.0,43,50,51.7,False,3,993.2,0
ag-02015,2026-05-18T15:35:00,N-131,lecture,north,practice,67.2,62,55,656.7,0.529,15.4,22.3,65.1,864.0,90,0,62.8,True,5,996.5,0
ag-02016,2026-04-24T09:20:00,W-223,lab,west,lab,48.7,40,26,221.3,0.509,12.9,25.0,57.2,496.0,37,66,66.0,True,4,686.2,0
ag-02017,2026-03-22T15:05:00,W-527,coworking,west,lecture,52.5,53,44,258.7,0.176,10.8,26.3,69.5,805.3,33,55,60.4,False,5,1046.8,1
ag-02018,2026-03-09T15:30:00,C-372,coworking,central,lecture,30.6,31,37,270.9,0.425,8.3,22.4,85.5,658.0,42,39,71.7,True,1,827.6,0
ag-02019,2026-04-04T08:05:00,E-404,lecture,east,lab,136.2,110,56,1122.8,0.638,7.0,22.1,55.5,693.2,37,47,50.0,False,7,936.8,0
